0,1,2,3,4,5
1728734400000,62936.91,63480.0,62824.03,63157.49,2690.48359
1728748800000,63157.5,63400.0,62911.0,63000.01,1537.73891
1728763200000,63000.01,63388.0,63000.0,63206.22,974.3106
1728777600000,63206.23,63285.72,62654.91,62712.31,1978.86462
1728792000000,62712.31,62990.0,62707.21,62843.48,976.93771
1728806400000,62843.48,62962.0,62520.18,62561.33,2072.26507
1728820800000,62561.34,62818.0,62050.0,62229.31,2882.28535
1728835200000,62229.32,62887.78,62177.67,62734.32,2186.22682
1728849600000,62734.31,63125.0,62610.67,62870.02,1812.64038
1728864000000,62870.02,64392.49,62457.81,64299.99,5202.69582
1728878400000,64300.0,64686.0,63778.62,64620.87,6540.2077
1728892800000,64620.87,65188.57,64340.98,64920.06,5338.83523
1728907200000,64920.05,66299.93,64660.56,65870.0,11165.96157
1728921600000,65870.0,66072.3,65459.0,65939.4,5541.11281
1728936000000,65939.41,66500.0,65730.0,66083.99,3881.13909
1728950400000,66084.0,66330.0,65324.4,65400.0,3574.82599
1728964800000,65399.99,65846.0,65201.0,65638.74,3319.36953
1728979200000,65638.74,65850.0,65280.0,65399.69,3798.65244
1728993600000,65399.68,67950.0,64800.01,66022.0,20567.31949
1729008000000,66022.01,67390.89,65982.55,66970.18,8440.07018
1729022400000,66970.18,67156.47,66130.64,67074.14,3983.7166
1729036800000,67074.14,67561.04,66750.49,67095.98,3508.4024
1729051200000,67095.99,67361.41,66775.67,66972.53,3070.41603
1729065600000,66972.53,68424.0,66917.52,67894.72,8671.10496
1729080000000,67894.73,68308.91,67117.18,67749.99,9342.2106
1729094400000,67750.0,68100.0,67482.0,67728.0,3575.32974
1729108800000,67728.01,67954.03,67500.0,67620.01,1770.79171
1729123200000,67620.0,67939.4,67406.99,67601.4,2503.78211
1729137600000,67601.4,67601.4,67087.35,67303.18,3552.90409
1729152000000,67303.18,67530.01,66741.09,66872.43,4840.70419
1729166400000,66872.44,67680.0,66666.0,67590.66,6644.01683
1729180800000,67590.67,67590.67,66720.0,66840.0,5364.13174
1729195200000,66840.0,67480.0,66827.68,67421.78,2422.68965
1729209600000,67421.78,68260.92,67192.36,67555.4,4815.67963
1729224000000,67555.41,68378.95,67544.0,67969.7,4436.03787
1729238400000,67969.69,68050.0,67674.98,67702.0,3604.45968
1729252800000,67702.0,68870.68,67642.71,68735.35,8981.93414
1729267200000,68735.34,69000.0,68360.0,68608.01,5094.2734
